price,bedrooms,bathrooms,sqft,location
475000,4,2.25,1800,98177
420000,2,1,1460,98166
685000,3,2,2210,98103
879000,4,3,3590,98077
197200,3,1,1140,98146
529950,3,1,1240,98107
1.09E+06,4,2.5,4340,98053
792000,3,1.5,1570,98109
262000,3,2.5,1680,98010
353900,3,1.75,1560,98106
380000,1,1.5,1200,98019
305000,3,2.5,1690,98038
440000,4,2,2310,98108
1.01E+06,4,3.5,2650,98103
549900,5,3,3610,98038
678500,4,3,2620,98058
270000,3,2.25,1760,98188
430000,3,1,940,98133
1.93E+06,5,4.25,4830,98144
790500,4,2.75,3350,98053
447450,3,2.25,1570,98034
375000,3,2,2240,98112
565000,4,2,1950,98008
400000,2,1,1010,98144
246000,3,1.5,1630,98023
329922,3,1.75,1420,98155
1.25E+06,5,3.25,3950,98005
375000,3,1,1210,98133
385000,3,1.75,1890,98125
591500,4,2.5,1690,98117
255000,4,2,2560,98003
275000,3,1.5,1350,98059
800000,4,2.75,3120,98074
327000,2,1,1140,98125
355000,4,1.5,2230,98166
310000,2,1,1050,98155
869000,5,3.25,4180,98027
272000,3,2,1200,98178
665000,5,2.25,3320,98045
225000,3,2.5,1590,98030
375000,3,2.5,2750,98038
375500,3,1.5,1530,98155
550000,3,1.75,1570,98116
248000,3,1,1470,98106
546940,3,1,1470,98106
680000,4,3,3150,98075
350000,4,2.5,2380,98030
593000,2,2.5,2000,98116
390000,2,1,1140,98125
297000,3,1,1340,98070
355000,2,1,1450,98188
309900,3,2.5,2020,98003
257000,3,2.25,1810,98003
1.70E+06,4,3,3600,98004
300000,3,2,1260,98117
500000,3,2,1560,98122
900000,8,4,4020,98107
695000,4,3,3150,98075
213400,4,2.5,1680,98030
425000,2,1,1320,98199
420000,3,3,2700,98058
411000,1,1,1080,98199
762500,4,2.25,3130,98053
569950,5,4.5,4850,98023
258000,4,1,1220,98168
499000,3,2.25,1780,98029
310000,3,1,1250,98059
398500,2,2.5,1780,98103
250600,4,2.5,1930,98001
352000,4,2.5,2470,98038
600000,2,1,1180,98119
645000,3,1,2270,98115
291500,4,2.5,1770,98038
350000,4,1.75,2250,98030
279000,3,2.5,1540,98003
320000,2,1,820,98117
495000,2,2,1580,98053
490000,4,2.5,2430,98014
770000,5,1.5,2160,98107
215000,3,1.75,1770,98023
665000,3,3.5,3580,98038
423500,3,2.25,1890,98125
850000,3,3,1910,98103
155000,2,1,910,98118
505000,3,2.25,1460,98008
780000,3,3.5,3310,98029
165000,3,1.5,1630,98032
707000,2,2.5,2130,98199
497000,3,2.5,1220,98117
349170,4,1.75,1670,98178
287000,4,1.5,1300,98059
2.38E+06,4,2.5,3220,98006
645000,4,2.5,2430,98007
238000,5,2.25,2240,98055
328000,5,2.25,2240,98055
365000,2,1.5,790,98119
380000,3,1,1380,98155
525000,4,1.5,1680,98033
402000,4,2.25,2000,98117
308000,2,1,1680,98072
405000,3,2.5,1960,98065
808000,3,1.75,2590,98177
875000,4,3.5,3790,98053
860000,3,2.5,2370,98074
367500,4,2.25,1930,98155
604000,6,3.5,2580,98052
230000,2,0.75,890,98045
435000,4,2.75,2160,98125
347500,4,2.5,1970,98038
525000,4,1.75,1570,98052
280000,2,1.5,1480,98146
490000,2,1.5,1480,98146
265000,4,1.75,1430,98056
645000,4,2.25,2720,98075
390000,3,2.25,2420,98058
267500,3,2.5,1400,98030
1.28E+06,4,3.5,5844,98023
404000,4,1.75,1840,98008
380000,3,2.25,2530,98042
812500,4,2.75,2810,98006
265000,3,1,1020,98056
480000,5,2.75,2550,98056
264000,1,1,710,98133
1.35E+06,5,3,5530,98072
550000,4,1.75,2150,98052
615000,2,1.5,880,98122
464000,3,1.75,1630,98072
365000,3,1,1380,98042
490000,4,2.25,2800,98011
280927,4,2.25,2070,98032
282613,2,1,830,98133
675000,3,2.25,2770,98177
575550,4,2.5,2060,98052
259900,3,2,1490,98042
450000,4,2.25,2120,98045
487500,4,2.5,2810,98059
275000,4,2.25,2400,98002
305000,3,2.5,2460,98042
395000,3,1.75,2030,98092
215000,3,1,880,98022
410000,3,2,1320,98144
440000,4,2.5,2160,98155
1.16E+06,4,3.5,4190,98027
500000,4,2,2280,98133
961000,5,2.75,2590,98105
825000,4,2.25,2770,98027
734000,3,1.75,2145,98103
490000,4,4.25,4480,98030
175000,4,2.5,1780,98198
190000,1,1,720,98118
305000,4,2.25,2050,98002
1.30E+06,3,1,2040,98177
417000,2,1,920,98118
275000,2,1,680,98103
661000,3,2.5,1940,98052
435000,4,2.75,2230,98125
788000,5,2.25,2910,98005
1.80E+06,5,3.25,5270,98040
408000,5,3.25,2820,98118
570000,2,1,1790,98144
1.54E+06,5,3.25,2920,98105
400000,2,1,840,98136
247000,3,1.75,1820,98023
453000,3,1.75,1550,98125
235000,2,1,1270,98118
675000,4,1.75,2460,98126
516200,3,2,2110,98118
650000,1,1,920,98070
257100,3,1.5,1500,98022
457000,2,2,1440,98053
540000,3,1.75,1610,98117
268000,3,1.75,1970,98032
300000,3,1,1150,98008
380000,2,2.5,2110,98031
725000,3,2.5,3580,98038
249000,3,1,1000,98042
274000,5,1,1680,98155
1.78E+06,4,3.25,3950,98004
396500,3,1.75,2390,98125
460000,2,1.5,1820,98133
277000,3,1,1100,98118
449500,6,4,2280,98108
785950,4,3,2530,98112
545000,3,2.5,1940,98034
244000,3,2,1360,98003
165000,3,2.5,1660,98042
435000,2,1,800,98107
642000,3,2.5,2670,98074
340000,3,2.5,1720,98148
730000,4,2.5,3550,98077
563250,3,1.75,1370,98122
675000,5,2.5,2820,98029
620000,3,1.5,1620,98117
275000,2,2,1290,98108
270000,3,1,1830,98028
325000,4,2.5,2040,98092
476100,4,2.5,1850,98029
700000,2,1,1300,98004
220000,4,2,1620,98042
236000,3,1.75,1560,98023
790000,3,2.5,2600,98117
350000,3,1,2010,98108
130000,2,1,780,98146
283200,4,2.5,1982,98030
273000,3,1,1500,98126
599000,5,2.25,2460,98052
460000,4,2.5,2680,98003
1.16E+06,4,4.25,5860,98072
385000,4,1.75,1720,98034
264250,3,1,1420,98178
608000,3,2.5,1760,98119
450000,3,2.5,2790,98042
1.76E+06,3,2,2360,98112
339950,5,2,1890,98178
760000,6,3.75,3810,98103
350000,2,1,1160,98103
541500,3,1.75,2320,98001
730000,6,2.75,3280,98007
215000,3,1,980,98106
420000,3,2,1640,98075
655000,4,2.25,2060,98006
240000,3,2.5,1500,98031
730000,4,2,2360,98199
390000,4,1.5,1940,98033
473000,3,1,1280,98006
698000,4,3.5,3630,98056
511000,3,2.5,1820,98028
358000,2,1.5,960,98122
499990,3,1.75,1630,98007
322000,4,2.25,1940,98188
201000,3,1,980,98031
765000,4,2.5,3140,98166
920000,4,2.75,2880,98116
360000,4,2,1650,98155
297300,3,1.75,1980,98092
399000,3,1,860,98033
400000,3,1,1430,98133
230000,3,1.75,1260,98059
290000,3,1,960,98106
323800,3,2.5,2060,98023
574500,4,1.5,1430,98125
505000,3,2.25,1670,98199
372500,2,1,880,98133
425000,3,1.5,1300,98052
446250,3,2.5,2380,98045
330000,2,0.75,520,98010
608095,3,2.5,2680,98034
550000,3,2.5,2140,98006
265000,4,2.5,1820,98030
399888,4,2.25,1820,98133
430000,2,1,1050,98117
554990,3,2.5,2100,98028
359950,3,2.5,2210,98038
405000,2,1,860,98107
280000,2,1,870,98034
479950,4,2.25,2570,98058
575000,5,1.75,2980,98027
392000,4,2.25,2360,98058
760500,4,2.25,2310,98072
435000,3,2.5,2300,98019
1.57E+06,4,2.75,2810,98004
261000,4,1.5,2040,98188
1.48E+06,3,2.25,3290,98105
853800,7,4,2960,98144
657500,3,2.5,2670,98074
331950,4,2.5,2530,98092
514000,3,1.75,1720,98136
496000,3,3.5,3090,98070
1.09E+06,4,2.5,3930,98052
195700,3,1,1120,98042
1.40E+06,4,2.25,3960,98112
1.18E+06,4,3.25,4060,98077
643403,3,2.5,2350,98008
357000,4,2.5,2380,98031
865000,3,1.75,1480,98004
905000,3,2.5,2930,98007
265000,3,1.5,1290,98198
535000,2,2.5,2730,98056
450000,3,1,1290,98117
460500,4,2.5,2170,98059
315000,4,1.75,1850,98178
607500,4,2.5,2110,98008
432000,2,1,960,98103
1.70E+06,3,4,3910,98199
479000,4,2.5,2590,98038
475000,5,2.75,3080,98058
415000,3,1,1630,98125
450000,2,1,910,98117
1.14E+06,3,2.5,2780,98075
430000,5,3,3880,98056
296000,3,1.75,1360,98058
303000,4,2.25,2560,98001
641000,4,2.5,2600,98075
280000,3,2.25,1220,98115
260750,3,2,1560,98003
601000,4,2.5,2080,98075
255000,3,1.5,1490,98166
555000,4,2.75,2020,98052
865000,3,1.5,1530,98039
1.39E+06,4,2.5,3450,98004
315000,3,2.25,1400,98092
200000,2,1,1730,98001
357000,3,1,1370,98125
390000,2,1.5,1050,98122
462000,5,1.75,2840,98177
174500,2,1,1010,98198
305000,2,1,1210,98133
449000,5,1.75,1720,98133
260000,3,2,2710,98126
751000,4,2.5,3110,98052
370037,2,1,1250,98133
229950,3,1.75,1900,98092
349000,3,1.75,1740,98058
348000,4,2.5,2070,98058
1.22E+06,3,3.25,3030,98144
510000,4,3,3610,98023
265000,3,1.5,1520,98023
1.25E+06,3,2.75,2780,98105
937500,4,4,5545,98014
485000,3,1.75,2590,98011
489000,4,1,1150,98115
400000,2,1,920,98136
638000,3,2.5,2110,98052
440000,3,1.75,1170,98052
305000,6,2,1900,98125
649950,6,2,1900,98125
680000,4,2.5,3290,98075
629000,4,2.5,2660,98059
555000,3,2.5,2160,98029
669000,4,2.75,2700,98077
272000,3,2.5,1980,98092
270000,4,2.25,2600,98178
215000,3,1,1280,98003
690000,3,1.5,1710,98040
256000,4,1.75,1270,98178
255000,3,2.25,1890,98031
550000,7,4,3440,98103
410000,3,1,1190,98146
410000,2,1,1030,98136
259000,3,1.75,1240,98055
292000,3,1,1730,98168
1.65E+06,4,3.5,4610,98033
518000,5,1,1590,98116
485000,3,2.5,1760,98029
259500,3,2,1330,98092
354000,4,2.5,2340,98038
999950,3,2.25,3740,98004
464500,3,1.75,1150,98006
300000,3,2.5,1750,98038
1.08E+06,3,2.75,3890,98118
309950,4,2.5,1770,98023
315000,3,1,1160,98106
499950,3,1,1440,98115
780000,4,2,2600,98119
885000,3,3.25,2640,98040
500000,2,1,1010,98112
329000,3,2,1840,98003
246000,4,1.75,1720,98058
405000,3,1.5,1280,98033
349000,4,1.75,1700,98059
374950,4,2.5,1980,98031
306000,3,2,1160,98034
416000,4,1.75,1980,98008
560000,3,2.5,1960,98056
260000,3,1.5,1270,98155
306500,3,2.25,2060,98003
299950,3,1.75,1980,98058
265500,3,2.5,1450,98092
219000,3,1.5,1200,98001
365000,3,1.75,1830,98072
499000,3,2,2090,98010
366000,3,1.75,1510,98034
514950,3,2.25,1310,98117
875000,4,2.75,3790,98075
831000,3,2.25,2240,98005
689900,4,3.25,2740,98027
315000,3,2.5,1660,98038
355000,0,0,2460,98031
336500,3,1,1480,98133
1.10E+06,3,2.75,2640,98112
375000,6,2,1900,98133
289275,3,2,2860,98019
455000,4,3.5,3440,98198
505000,3,1.75,1640,98034
450000,3,1,1450,98126
567500,3,2.5,2300,98065
265000,3,1.5,1460,98055
340000,3,2,1570,98014
375000,3,2,1540,98019
920000,6,3,3300,98103
850000,4,2.25,2130,98040
202000,3,1,1010,98042
725000,4,3,2420,98077
900000,3,3.25,3870,98006
680200,2,1.5,1960,98103
216500,3,1,1170,98022
325000,3,1.5,1890,98003
675000,3,2.5,2250,98052
435000,2,0.75,750,98034
263500,3,1.75,1610,98010
550000,4,2.25,2590,98077
875000,3,2.5,2520,98116
246600,4,1,1340,98023
337000,3,2.25,1460,98133
240000,3,1.75,1380,98038
490000,3,1.75,1510,98005
510000,5,2.5,2510,98027
305000,3,1,910,98034
350000,3,2.5,1970,98019
284200,3,1.75,1540,98178
357000,4,2.5,1980,98038
854000,4,2.75,3150,98052
1.18E+06,4,2.5,4700,98075
1.00E+06,3,2.25,2300,98039
616500,4,2.25,1880,98103
750000,4,2.75,2640,98117
650000,6,4.5,3900,98052
275000,4,2.25,2670,98032
540000,4,1.75,1840,98105
225000,3,1,1120,98001
845000,4,2.5,2970,98006
490000,3,2.25,1410,98126
753000,4,2.5,3060,98029
475000,3,1.75,2490,98034
124000,1,0.75,840,98168
224000,1,0.75,840,98168
485000,2,1,1130,98117
230000,4,1.75,1850,98178
372000,4,2.75,2330,98031
306000,4,2.5,1880,98042
905000,4,3.5,2980,98115
440000,4,1,1440,98116
280000,3,1.75,1630,98042
435000,3,2.5,1778,98014
425000,3,2.5,1930,98029
204950,2,0.75,1130,98188
670000,2,1.75,1650,98033
475000,2,1,820,98103
352000,5,2.5,2900,98168
575000,4,1.75,2330,98008
1.73E+06,4,3.5,4440,98040
491000,3,2,1660,98108
750000,4,2.5,3020,98075
830000,4,2.5,1850,98052
1.14E+06,6,3.75,5960,98065
137124,3,1,960,98058
225000,4,1,1150,98118
732600,4,2.5,2130,98005
818000,4,2.25,2460,98006
431000,3,2.25,2360,98042
304000,2,2.25,1320,98133
650000,5,2,1910,98112
450000,2,2,1610,98052
269000,4,1,1610,98056
875000,3,1,1160,98004
890000,4,2.25,2870,98040
565000,4,2.5,2280,98072
448175,2,2,1370,98122
235000,0,0,1470,98065
680000,5,3,2970,98075
629000,3,1.75,1460,98023
494000,3,3.5,1570,98199
1.10E+06,4,3,2880,98102
450000,5,2.5,1900,98034
330000,3,1.75,2020,98059
960000,4,2.5,3110,98006
360000,4,2.5,2390,98001
378000,3,2.5,2150,98038
499950,3,1.75,1340,98136
450000,3,2.5,1990,98072
523500,2,2,1600,98116
600000,3,2.5,2680,98077
290000,3,2.5,2080,98042
176000,3,3.25,1340,98038
885000,3,2,2590,98109
483000,2,1.75,1240,98105
240000,3,1,1310,98042
720000,4,2.25,2530,98117
311000,4,2.5,1780,98058
332500,3,2,1600,98118
164950,3,1.75,1570,98166
371000,3,1.75,1570,98166
264500,3,1.75,1650,98031
1.74E+06,4,2.25,2920,98112
503000,2,1,870,98105
738000,4,2.5,2830,98115
393000,2,1,980,98103
280000,2,1,990,98070
260000,4,2.5,2360,98003
505000,2,1,1000,98116
241000,3,1.5,1660,98030
530000,3,1.75,1520,98052
713000,1,1,1180,98118
487000,3,1.75,1770,98133
128000,2,1,980,98042
210500,3,1,1840,98198
420000,3,2.5,1810,98059
679000,3,2.5,1780,98115
784950,4,2.75,2840,98052
352000,4,2.5,2650,98092
386000,3,1.5,1270,98199
335000,3,1.75,1260,98146
472500,3,2,1750,98075
599950,5,2.25,2680,98028
963990,4,3.25,3830,98053
735000,3,2,1610,98144
858450,3,4.25,3840,98074
665000,5,2.75,2670,98105
290000,3,2.5,2000,98038
250000,2,1,860,98108
192500,3,1.75,1420,98030
350000,4,2,2060,98166
518000,4,2.5,2790,98059
563000,4,1,1410,98107
375000,4,3,2420,98188
400000,3,2.5,1460,98103
240000,5,1.75,2460,98023
317500,2,1,1000,98122
1.32E+06,5,4,4420,98007
234000,3,1,1240,98038
645000,3,2.5,1740,98008
649000,2,1,1280,98115
605000,4,2.5,2520,98027
337900,3,3.5,1500,98177
535000,3,2.75,2490,98122
325000,4,1,1530,98108
429950,4,2.25,1740,98059
775000,3,2.5,3550,98077
650000,2,1,1280,98112
1.20E+06,4,2.25,2320,98040
275000,2,1,1140,98155
575000,4,3.5,3930,98019
540000,3,2.5,2370,98155
640000,3,1.75,2340,98144
275000,3,1.5,1240,98058
672800,4,2.5,2740,98074
495000,4,2.25,1940,98007
820000,3,2.5,2950,98077
475000,4,2.75,1980,98155
1.28E+06,4,2,2850,98117
380000,3,1,1160,98077
397500,3,2,2130,98058
352000,5,2.5,2420,98118
893880,6,2.5,2820,98006
635000,5,3.25,3710,98074
420000,3,2.25,1770,98034
503000,3,2,1260,98107
689000,2,1.75,2330,98146
749500,4,2.75,2490,98103
1.15E+06,6,3.75,4090,98005
563500,4,2.5,2800,98019
480000,4,3,2440,98028
374950,4,3,2540,98023
308950,3,2.5,1600,98038
445000,4,2.75,2680,98106
237200,3,1.5,1220,98042
453500,3,1.75,1550,98125
616500,3,2,2080,98115
1.25E+06,5,5,5000,98075
396000,1,1,630,98117
210000,3,1,1070,98146
539000,2,1.75,1900,98116
605000,3,2.5,2960,98166
437500,3,2,1490,98117
215000,3,1.5,1500,98031
440000,4,2.5,2410,98065
525000,3,1,2000,98125
319900,3,1.5,1140,98045
335000,3,1,1120,98077
485000,3,2.25,2900,98038
359999,4,2.25,3220,98023
799000,5,2.75,2500,98005
280000,3,2.25,1610,98148
1.05E+06,4,2.75,2250,98112
290000,1,2,1240,98055
235000,2,2.25,1660,98055
495000,3,1.75,2080,98103
290000,3,2.25,1880,98032
230000,4,1.5,1050,98031
234000,3,1.75,1480,98023
597400,4,2.5,2420,98053
370000,4,2.5,2190,98059
755000,4,2.5,2660,98052
342000,3,2.5,2430,98030
497000,2,1,770,98122
835000,3,1,3060,98027
730000,4,2.75,2920,98006
655000,3,1,1370,98109
205000,3,2.5,1870,98038
632750,4,2,1800,98112
330000,5,3,2100,98168
527500,5,2.25,2530,98007
716500,4,2.5,3290,98075
388500,4,2.5,1890,98065
530000,3,1.75,1680,98005
419000,3,2.5,2170,98059
385000,3,1.75,1200,98052
655000,4,2.5,2990,98074
1.70E+06,4,2.75,3770,98144
279000,2,1,1020,98042
262000,3,1.5,1700,98023
533000,4,1,1550,98117
640000,3,1.75,1680,98177
285000,3,2.25,1680,98092
458400,4,2.5,1910,98177
620000,5,3.25,3160,98034
465000,3,1.5,2020,98033
690000,4,3.75,3210,98052
462500,3,2.25,2350,98077
369950,4,2.5,1910,98038
124500,2,1,840,98001
950000,4,2.25,2620,98005
418000,4,1.5,1220,98008
160000,3,1,1060,98002
457000,4,2.5,2200,98155
530000,2,1.75,2120,98126
385000,3,1,1250,98008
491000,3,1.75,1440,98008
521000,4,2.25,1890,98008
255000,3,1,1140,98022
292050,5,3,2840,98178
326000,6,3,1880,98056
300000,2,1,750,98126
291600,3,1.75,1630,98058
435000,5,1.5,1720,98027
465000,3,2.5,1600,98117
200000,3,2.25,1230,98002
238000,3,1.5,1610,98056
455000,4,2.5,1320,98008
230000,6,3,2180,98003
808000,4,2.25,2190,98112
578500,3,1,1490,98103
390000,3,2,1463,98115
517500,3,2.5,1800,98029
755000,4,2.75,2880,98144
579500,3,1.75,1250,98117
649950,3,2.75,1670,98116
228000,4,1.75,2000,98178
665000,4,1.75,2280,98115
689000,4,2.5,2110,98052
560000,4,2.5,2520,98052
529000,3,1,1590,98136
375000,5,2.5,2100,98059
325000,4,2.75,2090,98146
583000,4,2.5,3390,98003
330000,2,1,790,98155
262000,3,2.5,1970,98092
555000,4,2.5,2870,98065
585000,2,1,1110,98118
425590,3,2.75,1940,98065
235000,2,1,720,98126
362362,2,1,710,98118
252000,3,2,1370,98038
439000,4,2.5,2690,98058
465000,4,2.25,3360,98092
249900,4,2,1500,98023
665000,2,2.5,2600,98126
370000,3,1.75,1160,98034
620000,2,1,1430,98112
375000,3,1,1870,98177
552625,4,2,2560,98133
315500,3,1,1160,98034
620000,2,1.75,1680,98027
510000,4,2.5,2010,98006
652500,4,2.5,2540,98053
574000,4,2.5,3240,98053
430000,3,2.5,2670,98038
390000,3,2,1080,98125
466500,3,1,1430,98117
315000,2,2.25,1290,98052
220000,4,1.5,1240,98023
325000,3,1.75,1840,98030
365000,3,1,1120,98133
356000,3,3.5,2100,98188
380000,4,1.75,2030,98125
579000,4,2.25,2030,98052
682000,2,1,890,98105
499000,3,1.75,1750,98052
333760,3,1,1300,98052
745000,4,2.5,2650,98075
380000,3,1.75,1750,98056
435000,3,3,1440,98103
520000,3,2.75,1700,98115
965000,4,2.5,3920,98072
270000,3,2.25,1470,98168
1.10E+06,5,2.75,2520,98112
577500,3,1.75,2140,98006
650000,3,1.75,1550,98107
1.23E+06,4,2.5,3180,98040
1.90E+06,5,4.25,6510,98040
475000,2,2,1440,98115
200000,3,1,1150,98023
397000,4,2.5,2320,98045
383610,3,2,1230,98155
275000,4,2.5,2060,98030
840000,3,2,2783,98126
365000,4,2.5,2140,98058
362000,3,2.75,1420,98029
350000,3,1.75,2090,98108
200000,2,1.75,1320,98014
299000,4,2.5,2300,98023
555000,4,1.5,3050,98056
1.33E+06,3,2.25,2960,98177
896000,5,2.75,2520,98040
550000,2,1.75,1740,98199
324500,2,1,1300,98125
312500,3,1,1170,98008
485000,4,3.25,1946,98070
511000,2,1,1250,98115
139500,2,1.5,1230,98042
464000,4,2.5,2180,98059
255000,3,1.75,1740,98023
679975,4,2.5,3830,98065
624800,3,2,2250,98040
920000,3,2.75,2590,98074
1.37E+06,3,2.5,2090,98105
510000,3,1.5,2400,98052
289659,4,2.25,2260,98031
585000,4,2.5,2910,98065
555000,5,3,3640,98038
940000,4,2.75,3770,98075
460000,3,2,1600,98052
319000,3,2.5,2110,98031
280000,3,2.5,1720,98059
250000,3,1,1100,98065
749950,4,2.5,2620,98074
458000,5,2.5,3090,98011
465000,3,2.5,1890,98065
580000,3,1.75,1850,98103
700000,4,2.5,3100,98077
350000,4,2.5,2506,98023
456000,4,1,1700,98052
290000,3,2,1550,98198
475000,4,2.75,2200,98059
285000,3,2.5,1890,98038
309000,3,1,1140,98168
860000,4,2,3740,98053
219000,3,2.25,1940,98042
546500,3,2.5,2130,98074
338000,2,1,1470,98118
505000,2,1,1070,98117
340000,4,1.75,1680,98014
678000,3,2.25,2730,98074
800000,3,1.75,1890,98040
112000,1,1,1080,98002
252000,3,1.75,1440,98023
335000,4,2.75,2540,98058
610000,3,2,2300,98004
245000,3,2,1690,98023
493500,3,1.75,1800,98008
596500,4,2.25,1770,98052
245000,3,2,1190,98118
333500,3,1.75,1320,98028
373000,3,1,1290,98072
759900,4,2.5,3000,98052
317000,3,2.25,1358,98133
670000,3,1.5,1220,98144
985000,2,2.5,2720,98166
310000,3,1.5,1060,98106
750000,4,2.5,3020,98052
408000,3,2,1640,98052
900000,5,3.75,3870,98074
460000,4,2.25,2860,98155
339000,4,2.5,1740,98178
660000,3,2,1140,98109
449950,4,3,3290,98031
235000,3,1,1210,98178
769000,5,2.25,3320,98028
428000,2,2,1350,98053
445000,3,2.25,1990,98072
462000,4,2.5,2060,98034
775000,3,1,1460,98107
605000,4,1.75,2250,98008
193500,2,1,950,98045
389950,4,2.5,3140,98023
790000,4,3.5,3560,98075
442000,2,1,1410,98126
890000,4,2.25,2770,98040
235000,3,1,1864,98002
495000,4,1.75,1930,98115
600000,4,2.5,3870,98010
1.40E+06,3,2,2020,98199
251000,3,2,1300,98198
471000,4,2.25,3410,98059
597000,4,2.5,2370,98077
804000,5,3.5,2770,98006
357000,3,1.75,1250,98155
419990,3,2.5,1690,98029
725000,4,2.5,3040,98027
275000,3,2.5,2710,98092
445000,3,2.25,1190,98045
510000,3,2.5,2300,98019
330000,4,1,1360,98028
270000,3,1,1500,98106
495000,4,2,1610,98126
225000,4,1.75,1420,98002
716528,3,1.5,1750,98115
260000,3,2.5,1510,98038
471000,4,2.5,2330,98045
690000,5,3.5,2690,98118
548000,5,1.5,1700,98011
505000,3,1,1020,98115
325000,3,1,1160,98034
682000,4,2.25,2450,98075
605000,3,2.25,2010,98052
276200,2,1.75,1370,98198
530000,3,1,1370,98103
245000,3,3,1990,98003
654950,4,2.5,2790,98077
221900,2,1,780,98168
466000,4,2,2240,98178
383150,3,2,2210,98003
657100,4,1,1390,98103
539000,3,2,1800,98077
400000,6,3,3320,98092
215000,4,2.5,1960,98002
489000,2,1,850,98115
649000,4,2.5,2980,98075
700000,4,1.75,1980,98005
268500,2,1,790,98133
515000,3,2.5,1800,98034
685000,4,2,2260,98007
305000,2,1.5,800,98144
950000,4,2,2490,98105
292500,4,2.5,1610,98001
270000,4,1.75,1850,98133
450000,4,1.75,1850,98133
535000,4,1,1920,98117
550000,3,2.5,1740,98029
457500,3,2.25,1430,98144
136500,3,1.5,1420,98023
224097,3,1.5,1420,98023
254000,3,2.5,1560,98042
335000,4,2.25,2030,98059
594950,5,2.5,3280,98045
350000,3,1.75,1360,98045
169950,3,1,1180,98042
432500,3,2.5,1940,98077
440000,2,1.75,1300,98105
233703,3,2.25,1650,98031
310000,3,1.5,1140,98029
735000,3,2.5,2540,98007
730000,4,2.75,3440,98056
257000,3,1.75,1800,98178
485000,2,2.25,1260,98103
899000,4,2.25,2370,98177
279000,3,1,1520,98125
225000,4,2,1750,98092
1.36E+06,3,1.5,2680,98109
355000,3,2.5,1590,98065
382500,4,1.75,1560,98034
324360,3,2.5,2000,98022
315000,3,1.75,2380,98023
426000,2,1,2230,98133
395000,5,2.5,2820,98003
212644,3,1,1570,98010
510000,3,3,1845,98056
85000,2,1,830,98032
235000,2,1,830,98032
295000,4,2.5,2030,98042
720001,3,2.5,1430,98103
313950,3,1,1510,98115
415000,3,1,1510,98115
305000,3,1.75,1610,98058
625000,3,1.5,1600,98122
490000,3,1,1420,98007
269950,3,2,1660,98042
2.70E+06,5,4,4230,98033
829000,4,3,3310,98103
635000,4,2.5,2470,98075
217500,3,1,1040,98188
270000,4,1.75,1850,98001
1.25E+06,3,3,4610,98144
480000,4,2.5,2480,98019
575000,3,1.75,2130,98199
426950,4,2.75,2350,98059
125000,3,1,920,98002
208000,3,1,920,98002
325000,4,2,1780,98058
597157,7,4,2690,98033
728725,4,2.5,3010,98029
708000,5,2,3180,98052
1.30E+06,4,3,4120,98075
405000,3,1,1280,98053
550000,4,2.75,1690,98115
451000,4,2.5,2320,98065
540500,5,3.75,3090,98166
1.03E+06,5,3.5,5050,98075
218000,4,1,1640,98023
562000,4,2.25,2170,98033
401500,4,2.5,3140,98042
196700,2,1,1090,98168
583000,3,1.75,1930,98006
309900,5,2.5,2100,98092
485000,4,3,3110,98058
465000,3,1,930,98118
595000,4,2.25,2050,98052
254000,3,1,1160,98058
488500,3,2.75,1820,98011
260000,4,2.5,2110,98058
166000,2,1,870,98178
440000,2,1.5,1080,98117
375000,3,2,1260,98133
529500,2,1,900,98199
338000,2,1,750,98103
335620,3,2.25,1800,98038
464000,4,2.25,2220,98072
354000,2,1,1390,98126
601000,4,3.5,2160,98122
285000,3,2.25,1840,98023
462500,2,2,1690,98112
350000,4,2.5,2650,98003
329000,4,1,1120,98133
312500,4,2.5,2500,98058
370000,4,2.5,2220,98059
399900,3,1.75,1260,98034
398000,3,1,1480,98126
550500,2,1.5,930,98116
709000,3,2.75,2780,98118
402000,5,2.75,2770,98106
450000,3,1.5,1530,98155
524000,3,2.25,2140,98117
800000,4,2.75,4600,98045
185000,4,1,1760,98055
365000,4,1,1760,98055
925000,4,2.5,3110,98115
714000,3,1.75,2260,98008
495000,3,2,1460,98052
535000,3,2.25,2050,98133
880000,4,2.5,2340,98040
150000,3,1.5,1230,98168
554500,3,2.25,1880,98008
520000,3,1.75,1280,98117
839990,4,2.75,3660,98053
500000,3,2.5,1650,98053
305000,2,1,1960,98001
247800,3,2.5,1580,98118
344200,4,2.5,2490,98042
459950,4,2.5,2000,98011
229900,4,1.75,1550,98030
750000,4,2.25,2820,98008
509000,4,2.5,2600,98028
680000,4,1,2200,98028
661500,5,2.5,2500,98052
370000,2,1,1270,98136
785000,4,2.75,2900,98052
355000,2,1,840,98116
446000,4,2,1940,98103
830000,5,3.5,3490,98052
324000,3,2.5,1940,98042
500000,4,2.25,2490,98072
745000,3,1,1390,98004
1.20E+06,4,2.5,3940,98112
385000,2,2.5,1760,98072
565000,3,2.25,2560,98125
465000,4,2.5,2300,98133
401000,3,3.25,1770,98125
385000,3,1.75,2310,98030
395000,3,2.5,2310,98055
245000,5,1.5,2000,98168
500000,3,2,1540,98122
334000,5,1.75,2590,98055
550000,3,1,980,98005
216000,3,1,1730,98198
340500,3,2.5,3070,98178
